"PropertyID - Yardi Number","Web Property ID - Yardi Number","Residence","Yardi Care Level","Marketing Care Level","Yardi Suite Type Description","Web SuiteTitle","Regular SuitePrice","PromotionPrice","Start Date","End Date","ltc"
"11233","11233"," Orchards","ISL","IL","1 bedroom with kitchenette","1bed","5641",,"","",
"11233","11233"," Orchards","ISL","IL","Studio with no kitchen","studio","3256",,"","",
"11233","11233"," Orchards","MC","MC","1 bedroom with kitchenette","1bed","8024",,"","",
"11233","11233"," Orchards","MC","MC","Studio with kitchenette","studio","5994",,"","",
"11207","11207"," Oxford Gardens","ISL","IL","1 bedroom with kitchenette","1bed","5421",,"","",
"11207","11207"," Oxford Gardens","ISL","IL","2 bedrooms with full kitchen","2bed","7401",,"","",
"11207","11207"," Oxford Gardens","ISL","IL","Studio with kitchenette","studio","3906",,"","",
"11026","11026"," Park Place","ISL","IL","1 bedroom with no kitchen","1bed","4751",,"","",
"11026","11026"," Park Place","ISL","IL","Studio with no kitchen","studio","3401",,"","",
"11115","11115"," Pickering City Centre","ISL","IL","1 bedroom with kitchenette","1bed","4556",,"","",
"11115","11115"," Pickering City Centre","ISL","IL","2 bedrooms with kitchenette","2bed","5041",,"","",
"11059","11059"," Pinewood","ISL","IL","1 bedroom with kitchenette","1bed","5359",,"","",
"11059","11059"," Pinewood","ISL","IL","Studio with no kitchen","studio","3699",,"","",
"11013","11013"," Quail Creek","ISL","IL","1 bedroom with kitchenette","1bed","5808",,"","",
"11013","11013"," Quail Creek","ISL","IL","Studio with kitchenette","studio","3938",,"","",
"11096","11096"," Queen's Square","ISL","IL","1 bedroom with kitchenette","1bed","6036",,"","",
"11096","11096"," Queen's Square","ISL","IL","Studio with no kitchen","studio","4091",,"","",
"11065","11065"," Regency","ISL","IL","1 bedroom with kitchenette","1bed","5691",,"","",
"11065","11065"," Regency","ISL","IL","2 bedrooms with kitchenette","2bed","7101",,"","",
"11065","11065"," Regency","ISL","IL","Studio with no kitchen","studio","3576",,"","",
"11191","11191"," Ridgepointe","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","4256",,"","",
"11191","11191"," Ridgepointe","ISL","IL","1 bedroom with kitchenette","1bed","3878",,"","",
"11191","11191"," Ridgepointe","ISL","IL","2 bedrooms with kitchenette","2bed","4591",,"","",
"11252","11191"," Ridgepointe Residence Expansion","IL","SA","1 bedroom with full kitchen","1bed","2732",,"","",
"11252","11191"," Ridgepointe Residence Expansion","IL","SA","2 bedrooms with full kitchen","2bed","3997",,"","",
"11252","11191"," Ridgepointe Residence Expansion","IL","SA","Studio with full kitchen","studio","3110",,"","",
"11114","11114"," Riverside","IL","SA","Town house - 1 bedroom with kitchen","townhouse-1bed-2beds","5526",,"","",
"11114","11114"," Riverside","ISL","IL","1 Bedroom + Den with kitchenette","2bed","6736",,"","",
"11114","11114"," Riverside","ISL","IL","1 bedroom with kitchenette","1bed","5481",,"","",
"11114","11114"," Riverside","ISL","IL","Studio with kitchenette","studio","4966",,"","",
"11132","11132"," Robert Speck","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","5931",,"","",
"11132","11132"," Robert Speck","ISL","IL","1 bedroom with kitchenette","1bed","5006",,"","",
"11132","11132"," Robert Speck","ISL","IL","2 bedrooms with kitchenette","2bed","7781",,"","",
"11209","11209"," Rockcliffe","AL","AL","1 bedroom with kitchenette","1bed","10668",,"","",
"11209","11209"," Rockcliffe","AL","AL","Studio with kitchenette","studio","9623",,"","",
"11209","11209"," Rockcliffe","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","8799",,"","",
"11209","11209"," Rockcliffe","ISL","IL","1 bedroom with kitchenette","1bed","6979",,"","",
"11209","11209"," Rockcliffe","ISL","IL","2 bedrooms with kitchenette","2bed","9689",,"","",
"11209","11209"," Rockcliffe","ISL",,"Studio with kitchenette",,"7104",,"","",
"11004","11004"," Rosedale","ISL","IL","1 bedroom with no kitchen","1bed","6630",,"","",
"11004","11004"," Rosedale","ISL","IL","Studio with no kitchen","studio","4830",,"","",
"11098","11098"," Rouge Valley","ISL","IL","1 bedroom with kitchenette","1bed","6036",,"","",
"11098","11098"," Rouge Valley","ISL","IL","2 bedrooms with kitchenette","2bed","9361",,"","",
"11098","11098"," Rouge Valley","ISL","IL","Studio with no kitchen","studio","4371",,"","",
"11149","11149"," Royal on Gordon","IL","SA","Town house - 2 bedrooms with kitchenett","townhouse-1bed-2beds","5861",,"","",
"11149","11149"," Royal on Gordon","ISL","IL","1 bedroom with kitchenette","1bed","6347",,"","",
"11149","11149"," Royal on Gordon","ISL","IL","Studio with kitchenette","studio","5509",,"","",
"11033","11033"," Royal Park","ISL","IL","1 bedroom with kitchenette","1bed","3734",,"","",
"11033","11033"," Royal Park","ISL","IL","2 bedrooms with full kitchen","2bed","5744",,"","",
"11033","11033"," Royal Park","ISL","IL","Studio with kitchenette","studio","2864",,"","",
"11151","11151"," Scarlett Heights","ISL","IL","1 bedroom with kitchenette","1bed","5124",,"","",
"11151","11151"," Scarlett Heights","ISL","IL","2 bedrooms with kitchenette","2bed","7616",,"","",
"11151","11151"," Scarlett Heights","MEM","MC","1 bedroom with kitchenette","1bed","9832",,"","",
"11151","11151"," Scarlett Heights","MEM","MC","Studio with kitchenette","studio","8884",,"","",
"11078","11078"," Southwind","ISL","IL","1 bedroom with kitchenette","1bed","6910",,"","",
"11078","11078"," Southwind","ISL","IL","2 bedrooms with kitchenette","2bed","7945",,"","",
"11078","11078"," Southwind","ISL","IL","Studio with no kitchen","studio","4550",,"","",
"11245","11245"," St. Albert","ISL","IL","1 bedroom with full kitchen","1bed","4704",,"","",
"11245","11245"," St. Albert","ISL","IL","2 bedrooms with full kitchen","2bed","5634",,"","",
"11245","11245"," St. Albert","FND",,"Studio with no kitchen",,,,"","",
"11211","11211"," St. Clair Beach","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","7051",,"","",
"11211","11211"," St. Clair Beach","ISL","IL","1 bedroom with kitchenette","1bed","6041",,"","",
"11211","11211"," St. Clair Beach","ISL","IL","2 bedrooms with kitchenette","2bed","7051",,"","",
"11211","11211"," St. Clair Beach","ISL","IL","Studio with kitchenette","studio","4946",,"","",
"11068","11068"," Ste Marthe","AL","AL","Studio sans cuisine","studio","5165",,"","",
"11068","11068"," Ste Marthe","ISL","IL","1 Chambre + Boudoir avec cuisinette","1bed-and-den","3537",,"","",
"11068","11068"," Ste Marthe","ISL","IL","1 chambre sans cuisine","1bed","2582",,"","",
"11068","11068"," Ste Marthe","ISL","IL","2 bedrooms with no kitchen","2bed","3742",,"","",
"11068","11068"," Ste Marthe","ISL","IL","Studio sans cuisine","studio","2287",,"","",
"11238","11238"," Stillwater Creek","AL","AL","1 bedroom with kitchenette","1bed","8043",,"","",
"11238","11238"," Stillwater Creek","AL","AL","Studio with kitchenette","studio","6818",,"","",
"11238","11238"," Stillwater Creek","ISL","IL","1 bedroom with kitchenette","1bed","5066",,"","",
"11238","11238"," Stillwater Creek","ISL","IL","2 bedrooms with kitchenette","2bed","8151",,"","",
"11238","11238"," Stillwater Creek","ISL","IL","Studio with no kitchen","studio","3831",,"","",
"11238","11238"," Stillwater Creek","MC","MC","1 bedroom with kitchenette","1bed","8938",,"","",
"11238","11238"," Stillwater Creek","MC","MC","Studio with no kitchen","studio","6708",,"","",
"11095","11095"," Terrace on the Square","ISL","IL","1 bedroom with kitchenette","1bed","7756",,"","",
"11095","11095"," Terrace on the Square","ISL","IL","Studio with no kitchen","studio","4886",,"","",
"11199","11199"," The Sumach","ISL","IL","1 Bedroom + Den with full kitchen","1bed-and-den","3701",,"","",
"11199","11199"," The Sumach","ISL","IL","1 bedroom with full kitchen","1bed","3026",,"","",
"11199","11199"," The Sumach","ISL","IL","2 bedrooms with full kitchen","2bed","4741",,"","",
"11199","11199"," The Sumach","ISL","IL","Studio with full kitchen","studio","2710",,"","",
"11199","11199"," The Sumach","ISL","IL","Town house - 2 bedrooms with kitchen","townhouse-1bed-2beds","6562",,"","",
"11113","11113"," Thunder Bay","IL","SA","Town house - 2 bedrooms with kitchen","townhouse-1bed-2beds","4219",,"","",
"11113","11113"," Thunder Bay","ISL","IL","1 bedroom with kitchenette","1bed","4904",,"","",
"11113","11113"," Thunder Bay","ISL","IL","2 bedrooms with kitchenette","2bed","6489",,"","",
"11113","11113"," Thunder Bay","ISL","IL","Studio with kitchenette","studio","3534",,"","",
"11228","11228"," Tiffin","AL","AL","1 bedroom with kitchenette","1bed","8618",,"","",
"11228","11228"," Tiffin","AL","AL","Studio with kitchenette","studio","6843",,"","",
"11228","11228"," Tiffin","ISL","IL","1 bedroom with kitchenette","1bed","5906",,"","",
"11228","11228"," Tiffin","ISL","IL","2 bedrooms with kitchenette","2bed","7426",,"","",
"11228","11228"," Tiffin","ISL","IL","Studio with kitchenette","studio","4086",,"","",
"11228","11228"," Tiffin","MEM","MC","1 bedroom with kitchenette","1bed","8954",,"","",
"11228","11228"," Tiffin","MEM","MC","Studio with kitchenette","studio","7179",,"","",
"11236","11236"," Trait Carré","AL","AL","Studio sans cuisine","studio","5436",,"","",
"11236","11236"," Trait Carré","ISL","IL","1 bedroom with full kitchen","1bed","2473",,"","",
"11236","11236"," Trait Carré","ISL","IL","2 bedrooms with full kitchen","2bed","3405",,"","",
"11236","11236"," Trait Carré","ISL","IL","3 bedrooms with full kitchen","3beds","4092",,"","",
"11236","11236"," Trait Carré","ISL","IL","Studio with full kitchen","studio","2484",,"","",
"11204","11152"," Tranquility Apartments","IL","SA","1 bedroom with full kitchen",,"4069",,"","",
"11204","11152"," Tranquility Apartments","IL","SA","2 bedrooms with full kitchen","2bed","4803",,"","",
"11152","11152"," Tranquility Place","IL",,"1 bedroom with kitchenette",,"3729",,"","",
"11152","11152"," Tranquility Place","IL",,"Studio with kitchenette",,"3614",,"","",
"11152","11152"," Tranquility Place","ISL","IL","1 bedroom with kitchenette","1bed","3857",,"","",
"11152","11152"," Tranquility Place","ISL","IL","Studio with no kitchen","studio","3662",,"","",
"11129","11129"," Valley Vista","ISL","IL","1 bedroom with kitchenette","1bed","5926",,"","",
"11129","11129"," Valley Vista","ISL","IL","2 bedrooms with kitchenette","2bed","6731",,"","",
"11129","11129"," Valley Vista","ISL","IL","Studio with kitchenette","studio","5476",,"","",
"11193","11193"," Waterford","MEM","MC","Semi-Private (Companion Suite)","companion-suite","7214",,"","",
"11193","11193"," Waterford","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","7550",,"","",
"11193","11193"," Waterford","ISL","IL","1 bedroom with kitchenette","1bed","6380",,"","",
"11193","11193"," Waterford","ISL","IL","2 bedrooms with kitchenette","2bed","8790",,"","",
"11193","11193"," Waterford","ISL","IL","Studio with kitchenette","studio","5365",,"","",
"11193","11193"," Waterford","MEM","MC","Studio with kitchenette","studio","8884",,"","",
"11224","11224"," Wedgewood","AL","AL","1 bedroom with kitchenette","1bed","9473",,"","",
"11224","11224"," Wedgewood","AL","AL","Studio with kitchenette","studio","7513",,"","",
"11224","11224"," Wedgewood","ISL","IL","1 bedroom with kitchenette","1bed","7009",,"","",
"11224","11224"," Wedgewood","ISL","IL","Studio with kitchenette","studio","4959",,"","",
"11093","11093"," Wellington Park","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","6951",,"","",
"11093","11093"," Wellington Park","ISL","IL","1 bedroom with kitchenette","1bed","6676",,"","",
"11093","11093"," Wellington Park","ISL","IL","2 bedrooms with kitchenette","2bed","8686",,"","",
"11093","11093"," Wellington Park","ISL","IL","Studio with kitchenette","studio","5126",,"","",
"11216","11216"," Wescott","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","5254",,"","",
"11216","11216"," Wescott","ISL","IL","1 bedroom with kitchenette","1bed","3704",,"","",
"11216","11216"," Wescott","ISL","IL","2 bedrooms with kitchenette","2bed","5834",,"","",
"11216","11216"," Wescott","ISL","IL","Studio with kitchenette","studio","3004",,"","",
"11216","11216"," Wescott","MEM","MC","Studio with kitchenette","studio","8362",,"","",
"11135","11135"," Westmount","AL","AL","1 Bedroom + Den with kitchenette","1bed-and-den","7934",,"","",
"11135","11135"," Westmount","AL","AL","1 bedroom with kitchenette","1bed","7714",,"","",
"11135","11135"," Westmount","AL","AL","2 bedrooms with full kitchen","2bed","8584",,"","",
"11135","11135"," Westmount","AL","AL","Studio with kitchenette","studio","7569",,"","",
"11135","11135"," Westmount","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","6866",,"","",
"11135","11135"," Westmount","ISL","IL","1 bedroom with kitchenette","1bed","6191",,"","",
"11135","11135"," Westmount","ISL","IL","2 bedrooms with kitchenette","2bed","7531",,"","",
"11135","11135"," Westmount","ISL","IL","Studio with kitchenette","studio","5166",,"","",
"11060","11060"," Westmount on William","ISL","IL","Studio with no kitchen","studio","4298",,"","",
"11153","11153"," Whispering Pines","ISL","IL","1 bedroom with kitchenette","1bed","5640",,"","",
"11153","11153"," Whispering Pines","ISL","IL","Studio with no kitchen","studio","4137",,"","",
"11047","11047"," Willow","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","4744",,"","",
"11047","11047"," Willow","ISL","IL","1 bedroom with kitchenette","1bed","4189",,"","",
"11047","11047"," Willow","ISL","IL","2 bedrooms with kitchenette","2bed","5139",,"","",
"11047","11047"," Willow","ISL","IL","Studio with kitchenette","studio","3754",,"","",
"11047","11047"," Willow","LTC",,"Studio with no kitchen",,,,"","",
"11134","11134"," Wynfield","AL","AL","1 Bedroom + Den with kitchenette","1bed-and-den","8154",,"","",
"11134","11134"," Wynfield","AL","AL","1 bedroom with kitchenette","1bed","7699",,"","",
"11134","11134"," Wynfield","AL","AL","Studio with kitchenette","studio","6949",,"","",
"11134","11134"," Wynfield","ISL","IL","1 Bedroom + Den with kitchenette","1bed-and-den","5681",,"","",
"11134","11134"," Wynfield","ISL","IL","1 bedroom with kitchenette","1bed","5111",,"","",
"11134","11134"," Wynfield","ISL","IL","Studio with kitchenette","studio","4361",,"","",
"11294","11294","Azalis","ISL","IL","Studio 2 1/2","deluxe-studio","2107",,"","",
"11294","11294","Azalis","ISL","IL","1 Chambre avec cuisine","1bed","2247",,"","",
"11294","11294","Azalis","ISL","IL","2 Chambre avec cuisine","2bed","2868",,"","",
"11294","11294","Azalis","ISL","IL","3 Chambre avec cuisine","3beds","4847",,"","",
"11294","11294","Azalis","AL","AL","Studio","studio",,,"","",
"11294","11294","Azalis","MC","MC","Studio","studio",,,"","",
"11157","11157","Belvédères de Lachine","AL","AL","Studio sans cuisine","1bed","6085",,"","",
"11157","11157","Belvédères de Lachine","ISL","IL","1 Chambre avec cuisine","1bed","2325",,"","",
"11157","11157","Belvédères de Lachine","ISL","IL","2 chambres avec cuisine","2bed","3025",,"","",
"11157","11157","Belvédères de Lachine","ISL","IL","Studio avec cuisine","studio","1963",,"","",
"11188","11041","Cité Jardin (IIIB)","AL","AL","Studio sans cuisine","studio","6234",,"","",
"11189","11041","Cité Jardin (V)","ISL",,"1 Chambre avec cuisine",,"3628",,"","",
"11189","11041","Cité Jardin (V)","ISL",,"2 chambres avec cuisine",,"4454",,"","",
"11189","11041","Cité Jardin (V)","ISL",,"Studio avec cuisinette",,"2942",,"","",
"11041","11041","CitéJardin (I & II)","ISL","IL","1 Chambre avec cuisine","1bed","2606",,"","",
"11041","11041","CitéJardin (I & II)","ISL","IL","2 chambres avec cuisine","2bed","3127",,"","",
"11041","11041","CitéJardin (I & II)","ISL","IL","3 chambres avec cuisine","3beds","4068",,"","",
"11041","11041","CitéJardin (I & II)","ISL","IL","Studio avec cuisine","studio","1762",,"","",
"11276","11276","Des Chutes","ISL","IL","Studio 2 1/2","studio","1910",,"","",
"11276","11276","Des Chutes","ISL","IL","1 Chambre","1bed","1945",,"","",
"11276","11276","Des Chutes","ISL","IL","2 Chambre","2bed","3025",,"","",
"11276","11276","Des Chutes","ISL","IL","3 Chambre","3beds","5050",,"","",
"11276","11276","Des Chutes","AL","AL","Studio 2 1/2","studio","5900",,"","",
"11271","11271","Des Mille-Iles","IL","IL","Studio 2 1/2","deluxe-studio","2325",,"","",
"11271","11271","Des Mille-Iles","IL","IL","1 Chambre","1bed","2470",,"","",
"11271","11271","Des Mille-Iles","IL","IL","2 chambre","2bed","3205",,"","",
"11271","11271","Des Mille-Iles","IL","IL","3 chambre","3beds","4415",,"","",
"11271","11271","Des Mille-Iles","AL","AL","Studio","studio","6201",,"","",
"11275","11275","Des Rivières","ISL","IL","Studio 1 1/2","studio","1565",,"","",
"11275","11275","Des Rivières","ISL","IL","Studio 2 1/2","deluxe-studio","1730",,"","",
"11275","11275","Des Rivières","ISL","IL","1 Chambre","1bed","1956",,"","",
"11275","11275","Des Rivières","ISL","IL","2 chambre","2bed","2885",,"","",
"11275","11275","Des Rivières","AL","AL","Studio 2 1/2","deluxe-studio","5260",,"","",
"11158","11158","Domaine des Trembles","AL","AL","Studio avec cuisinette","studio","6385",,"","",
"11158","11158","Domaine des Trembles","ISL","IL","1 Chambre avec cuisine","1bed","2975",,"","",
"11158","11158","Domaine des Trembles","ISL","IL","2 chambres avec cuisine","2bed","3561",,"","",
"11158","11158","Domaine des Trembles","ISL","IL","3 chambres avec cuisine","3beds","4184",,"","",
"11107","11107","Domaine Notre Dame","AL","AL","1 chambre sans cuisine","1bed","6226",,"","",
"11107","11107","Domaine Notre Dame","AL","AL","Studio sans cuisine 1 /2","studio","6031",,"","",
"11107","11107","Domaine Notre Dame","ISL","IL","1 chambre sans cuisine","1bed","2699",,"","",
"11107","11107","Domaine Notre Dame","ISL","IL","2 bedrooms with kitchenette","2bed","4319",,"","",
"11107","11107","Domaine Notre Dame","ISL","IL","Studio avec cuisinette 2 1/2","deluxe-studio","2839",,"","",
"11107","11107","Domaine Notre Dame","ISL","IL","Studio sans cuisine 1 1/2","studio","2349",,"","",
"11267","11268","Du Plateau","ISL","IL","2 Chambre","2bed","3060",,"","",
"11268","11268","Du Plateau","ISL","IL","Studio 2 1/2","deluxe-studio","2325",,"","",
"11268","11268","Du Plateau","ISL","IL","1 Chambre","1bed","2685",,"","",
"11268","11268","Du Plateau","AL","AL","Studio 2 1/2","deluxe-studio","6301",,"","",
"11279","11280","Edgewater Care","LTC","MC","Studio with no kitchen","studio","10296",,"","",
"11280","11280","Edgewater Retirement","ISL","IL","One Bedroom","1bed","5095",,"","",
"11280","11280","Edgewater Retirement","ISL","IL","One Bedroom + Den with no kitchen","1bed-and-den","4945",,"","",
"11280","11280","Edgewater Retirement","ISL","IL","Two Bedrooms + Den with no kitchen","2beds-and-den","7095",,"","",
"11198","11198","Jardins Notre Dame","ISL","IL","1 Chambre avec cuisine","1bed","2703",,"","",
"11198","11198","Jardins Notre Dame","ISL","IL","2 chambres avec cuisine","2bed","3526",,"","",
"11198","11198","Jardins Notre Dame","ISL","IL","Studio avec cuisine","studio","2136",,"","",
"11277","11277","Le Jules-Verne","ISL","IL","Studio 2 1/2","deluxe-studio","1860",,"","",
"11277","11277","Le Jules-Verne","ISL","IL","1 chambre avec cuisine","1bed","2060",,"","",
"11277","11277","Le Jules-Verne","ISL","IL","2 chambres avec cuisine","2bed","2890",,"","",
"11277","11277","Le Jules-Verne","AL","AL","Studio ","studio","6221",,"","",
"11277","11277","Le Jules-Verne Condos","IL","SA","1 chambre avec cuisine","1bed","1900",,"","",
"11277","11277","Le Jules-Verne Condos","IL","SA","2 chambres avec cuisine","2bed","2380",,"","",
"11277","11277","Le Jules-Verne Condos","IL","SA","3 chambres avec cuisine","3beds","2875",,"","",
"11278","11277","Le Jules-Verne Condos","IL",,"1 chambre + Boudoir avec cuisine",,,,"","",
"11278","11277","Le Jules-Verne Condos","IL",,"2 chambres + Boudoir avec cuisine",,,,"","",
"11222","11222","Le Montcalm","ISL","IL","1 Chambre avec cuisine","1bed","2277",,"","",
"11222","11222","Le Montcalm","ISL","IL","2 chambres avec cuisine","2bed","3215",,"","",
"11222","11222","Le Montcalm","ISL","IL","3 chambres avec cuisine","3beds","3940",,"","",
"11222","11222","Le Montcalm","ISL","IL","Studio avec cuisine","studio","2504",,"","",
"11270","11270","Le Normandie",,"IL","Studio 2 1/2","deluxe-studio","1645",,"","",
"11270","11270","Le Normandie",,"IL","1 Chambre ","1bed","2075",,"","",
"11270","11270","Le Normandie",,"IL","2 Chambre","2bed","2895",,"","",
"11270","11270","Le Normandie",,"AL","Studio 2 1/2","deluxe-studio","4961",,"","",
"11219","11219","Le Prescott","ISL","IL","1 Chambre avec cuisine","1bed","2193",,"","",
"11219","11219","Le Prescott","ISL","IL","2 chambres avec cuisine","2bed","2939",,"","",
"11219","11219","Le Prescott","ISL","IL","3 chambres avec cuisine","3beds","4218",,"","",
"11219","11219","Le Prescott","ISL","IL","Studio avec cuisine","studio","2594",,"","",
"11235","11235","Légende","AL","AL","Studio sans cuisine","studio",,,"","",
"11235","11235","Légende","ISL","IL","1 Chambre avec cuisine","1bed",,,"","",
"11235","11235","Légende","ISL","IL","2 chambres avec cuisine","2bed",,,"","",
"11235","11235","Légende","ISL","IL","Studio avec cuisine","studio",,,"","",
"11167","11167","Les Écores","AL","AL","1 Chambre avec cuisine","1bed","5657",,"","",
"11167","11167","Les Écores","AL","AL","Studio avec cuisinette","studio","4827",,"","",
"11167","11167","Les Écores","ISL","IL","1 Chambre avec cuisine","1bed","2753",,"","",
"11167","11167","Les Écores","ISL","IL","2 chambres avec cuisine","2bed","3408",,"","",
"11167","11167","Les Écores","ISL","IL","Studio avec cuisine","studio","2438",,"","",
"11194","11194","L'Unique","ISL","IL","2 chambres avec cuisine","2bed","2849",,"","",
"11194","11194","L'Unique","ISL","IL","Studio avec cuisine 2 1/2","deluxe-studio","2679",,"","",
"11197","11194","L'Unique II","ISL","IL","1 Chambre avec cuisine","1bed","2123",,"","",
"11221","11194","L'Unique III","ISL","IL","Studio 1 1/2","studio","2606",,"","",
"11086","11086","Manoir Kirkland","ISL","IL","1 chambre avec cuisinette","1bed","2053",,"","",
"11086","11086","Manoir Kirkland","ISL","IL","2 chambres avec cuisine","2bed","2595",,"","",
"11086","11086","Manoir Kirkland","ISL","IL","Studio avec cuisine","studio","1825",,"","",
"11166","11166","Manoir Saint Jérôme","ISL","IL","1 Chambre avec cuisine","1bed","2353",,"","",
"11166","11166","Manoir Saint Jérôme","ISL","IL","2 chambres avec cuisine","2bed","2896",,"","",
"11166","11166","Manoir Saint Jérôme","ISL","IL","Studio avec cuisine","studio","2408",,"","",
"11106","11106","Monastère d'Aylmer","AL","AL","1 chambre sans cuisine","1bed","6169",,"","",
"11106","11106","Monastère d'Aylmer","AL","AL","Studio sans cuisine","studio","6159",,"","",
"11106","11106","Monastère d'Aylmer","ISL","IL","1 chambre sans cuisine","1bed","3056",,"","",
"11106","11106","Monastère d'Aylmer","ISL","IL","2 chambres sans cuisine","2bed","4901",,"","",
"11106","11106","Monastère d'Aylmer","ISL","IL","Studio sans cuisine","studio","2401",,"","",
"11044","11044","Oasis Saint Jean","AL","AL","Studio sans cuisine","studio","5851",,"","",
"11044","11044","Oasis Saint Jean","ISL","IL","1 Chambre avec cuisine","1bed","2456",,"","",
"11044","11044","Oasis Saint Jean","ISL","IL","2 chambres avec cuisine","2bed","3011",,"","",
"11044","11044","Oasis Saint Jean","ISL","IL","Studio sans cuisine","studio","2246",,"","",
"11293","11293","Panorama","ISL","IL","Studio 2 1/2","deluxe-studio","1665",,"","",
"11293","11293","Panorama","ISL","IL","One Bedroom with kitchen","1bed","2186",,"","",
"11293","11293","Panorama","ISL","IL","Two Bedroom with Kitchen","2bed","3350",,"","",
"11293","11293","Panorama","ISL","IL","Three Bedroom with Kitchen","3beds","5669",,"","",
"11293","11293","Panorama","AL","AL","Studio","studio","5995",,"","",
"11272","11272","Rivière du nord",,"SA","Studio 2 1/2","deluxe-studio","1360",,"","",
"11272","11272","Rivière du nord",,"SA","1 Chambre ","1bed","1575",,"","",
"11272","11272","Rivière du nord",,"SA","2 Chambre","2bed","1940",,"","",
"11272","11272","Rivière du nord",,"IL","Studio 2 1/2","deluxe-studio","2170",,"","",
"11272","11272","Rivière du nord",,"IL","1 Chambre ","1bed","2855",,"","",
"11272","11272","Rivière du nord",,"IL","2 Chambre","2bed","3040",,"","",
"11269","11269","Rock Forest",,"IL","Studio 2 1/2","deluxe-studio","2245",,"","",
"11269","11269","Rock Forest",,"IL","1 Chambre ","1bed","2370",,"","",
"11269","11269","Rock Forest",,"IL","2 Chambre","2bed","3110",,"","",
"11269","11269","Rock Forest",,"IL","3 chambres","3beds","4075",,"","",
"11269","11269","Rock Forest",,"AL","Studio 2 1/2","deluxe-studio","5896",,"","",
"11283","11283","Rosemont les Quartiers","AL","AL","Studio 1 1/2","studio","5952",,"","",
"11283","11283","Rosemont les Quartiers","ISL",,"Studio 2 1/2 (Signature & Prestige)",,"2145",,"","",
"11283","11283","Rosemont les Quartiers","ISL",,"1 chambre avec cuisine (Signature & Prestige)",,"2830",,"","",
"11283","11283","Rosemont les Quartiers","ISL",,"2 chambres avec cuisine (Signature & Prestige)",,"3910",,"","",
"11283","11283","Rosemont les Quartiers","ISL","IL","Studio 1 1/2","studio","1865",,"","",
"11283","11283","Rosemont les Quartiers","ISL","IL","Studio 2 1/2","deluxe-studio","2055",,"","",
"11283","11283","Rosemont les Quartiers","ISL","IL","4.5","2bed","3220",,"","",
"11283","11283","Rosemont les Quartiers","ISL","IL","3.5","1bed","2311",,"","",
"11120","11120","Seigneuries du Carrefour","ISL","IL","1 Chambre avec cuisine","1bed","2140",,"","",
"11120","11120","Seigneuries du Carrefour","ISL","IL","2 chambres avec cuisine","2bed","2695",,"","",
"11120","11120","Seigneuries du Carrefour","ISL","IL","Studio avec cuisine","studio","1704",,"","",
"11273","11273","Shawinigan","ISL","IL","Studio","studio","1300",,"","",
"11273","11273","Shawinigan","ISL","IL","1 chambre avec cuisine","1bed","1575",,"","",
"11273","11273","Shawinigan","ISL","IL","2 chambres avec cuisine","2bed","2285",,"","",
"11273","11273","Shawinigan","AL","AL","Studio","studio","4557",,"","",
"11295","11295","The Edward","ISL","IL","Studio","studio","4500",,"","",
"11295","11295","The Edward","ISL","IL","1 Bedroom with Kitchen","1bed","4825",,"","",
"11295","11295","The Edward","ISL","IL","2 Bedroom with Kitchen","2bed","7595",,"","",
"11102","11102","Thornhill","ISL","IL","1 bedroom with kitchenette","1bed","5271",,"","",
"11102","11102","Thornhill","ISL","IL","2 bedrooms with kitchenette","2bed","7511",,"","",
"11102","11102","Thornhill","ISL","IL","Studio with kitchenette","studio","4396",,"","",
"11286","11286","Tours Angrignon","ISL","IL","Studio 1 1/2","studio","1995",,"","",
"11286","11286","Tours Angrignon","ISL","IL","Studio 2 1/2","deluxe-studio","2065",,"","",
"11286","11286","Tours Angrignon","ISL","IL","1 Bedroom with kitchen","1bed","2316",,"","",
"11286","11286","Tours Angrignon","ISL","IL","2 Bedroom with kitchen","2bed","2816",,"","",
"11286","11286","Tours Angrignon","AL","AL","Studio ","studio","5549",,"","",
"11286","11286","Tours Angrignon","AL","AL","Studio ","deluxe-studio","5699",,"","",
"11274","11274","Val-Belair","ISL","IL","Studio 2 1/2","deluxe-studio","1685",,"","",
"11274","11274","Val-Belair","ISL","IL","1 chambre","1bed","1720",,"","",
"11274","11274","Val-Belair","ISL","IL","2 chambre","2bed","2690",,"","",
"11274","11274","Val-Belair","AL","AL","Studio 2 1/2","deluxe-studio","5580",,"","",
"11274","11274","Val-Belair","AL","AL","1 chambre","1bed","5580",,"","",
"11281","11281","Victoria Harbour","ISL","IL","Studio with Kitchen ","studio","3902",,"","",
"11281","11281","Victoria Harbour","ISL","IL","1 bedroom with kitchen","1bed","4742",,"","",
